,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK
377,1010015801,1010028900,1010029100,3,104,000,-,을지로,0,0,000,50,0,0,0,260.059,
378,1010015802,1010029100,1010029200,3,104,000,-,을지로,0,0,000,50,0,0,0,169.7177,
379,1010015803,1010029200,1010029600,3,104,000,-,을지로,0,0,000,50,0,0,0,57.014,
380,1010015903,1010032000,1010030601,2,104,000,-,다산로,0,0,000,60,0,0,0,92.4958,
381,1010015904,1010030601,1010030600,2,104,000,-,다산로,0,0,000,60,0,0,0,39.1828,
382,1010015905,1010030600,1010025501,2,104,000,-,다산로,0,0,000,60,0,0,0,41.0775,
383,1010017203,1010033500,1010034000,4,104,003,-,창경궁로,1,0,000,50,0,0,0,33.1407,
384,1010015906,1010025501,1010025500,2,104,000,-,다산로,0,0,000,60,0,0,0,121.176,
385,1010016003,1010030600,1010030601,2,104,000,-,다산로,0,0,000,60,0,0,0,40.0267,
386,1010016004,1010030601,1010032000,2,104,000,-,다산로,0,0,000,60,0,0,0,92.0554,
387,1010016005,1010025500,1010025501,2,104,000,-,다산로,0,0,000,60,0,0,0,121.5594,
388,1010016006,1010025501,1010030600,2,104,000,-,다산로,0,0,000,60,0,0,0,41.0775,
389,1010016101,1010030000,1010029600,3,104,000,-,을지로,0,0,000,50,0,0,0,57.6603,
390,1010016102,1010030100,1010030000,3,104,000,-,을지로,0,0,000,50,0,0,0,147.1374,
391,1010016103,1010030700,1010030100,3,104,000,-,을지로,0,0,000,50,0,0,0,162.1289,
392,1010016201,1010029600,1010030100,3,104,000,-,을지로,0,0,000,50,0,0,0,204.7773,
393,1010016202,1010030100,1010030700,3,104,000,-,을지로,0,0,000,50,0,0,0,161.7262,
394,1010016300,1010004900,1010004800,3,104,000,-,세종대로20길,1,0,000,30,0,0,0,182.2914,
395,1010016400,1010004800,1010004900,3,104,000,-,세종대로20길,0,0,000,30,0,0,0,184.9513,
396,1010016501,1010029800,1010028300,2,104,000,-,삼일대로,0,0,000,50,0,0,0,74.8129,
397,1010016502,1010032100,1010029800,2,104,000,-,삼일대로,0,0,000,50,0,0,0,128.3109,
398,1010016504,1010032700,1010032100,2,104,003,-,삼일대로,0,0,000,50,0,0,0,33.2748,
399,1010016601,1010028300,1010029800,3,104,000,-,삼일대로,0,0,000,50,0,0,0,74.8128,
400,1010016602,1010029800,1010032100,3,104,000,-,삼일대로,0,0,000,50,0,0,0,128.3109,
401,1010016603,1010032100,1010032700,3,104,003,-,삼일대로,0,0,000,50,0,0,0,33.2749,
402,1010016700,1010032600,1010028900,3,104,000,-,충무로,1,0,000,50,0,0,0,205.3004,
403,1010016800,1010028900,1010032600,3,104,000,-,충무로,0,0,000,50,0,0,0,206.0884,
404,1010016901,1010030400,1010027600,3,104,000,-,남대문로,0,0,000,50,0,0,0,63.7897,
405,1010016902,1010033400,1010030400,3,104,000,-,남대문로,0,0,000,50,0,0,0,233.642,
406,1010016903,1010033700,1010033400,3,104,003,-,우정국로,0,0,000,50,0,0,0,34.7518,
407,1010017001,1010027600,1010029900,2,104,000,-,남대문로,0,0,000,50,0,0,0,63.8084,
408,1010017002,1010029900,1010033400,2,104,000,-,남대문로,0,0,000,50,0,0,0,233.6421,
409,1010017003,1010033400,1010033700,3,104,003,-,우정국로,0,0,000,50,0,0,0,34.7519,
410,1010017101,1010031300,1010029600,3,104,000,-,창경궁로,0,0,000,50,0,0,0,49.0573,
411,1010017102,1010033500,1010031300,3,104,000,-,창경궁로,0,0,000,50,0,0,0,180.4962,
412,1010017103,1010034000,1010033500,4,104,003,-,창경궁로,0,0,000,50,0,0,0,33.1407,
413,1010017201,1010029600,1010031400,6,104,000,-,창경궁로,1,0,000,50,0,0,0,52.0102,
414,1010017301,1010028800,1010027500,4,104,000,-,장충단로,0,0,000,50,0,0,0,72.2043,
415,1010017302,1010031700,1010028800,4,104,000,-,장충단로,0,0,000,50,0,0,0,148.2079,
416,1010017303,1010033600,1010031700,4,104,000,-,장충단로,0,0,000,50,0,0,0,134.4101,
417,1010017304,1010034700,1010033600,4,104,000,-,장충단로,0,0,000,50,0,0,0,86.8289,
418,1010017305,1010035100,1010034700,3,104,003,-,율곡로,0,0,000,50,0,0,0,35.0699,
